112052,332.9313620000,2.2819280000,2682780201083438592
112053,333.1501940000,2.2208200000,2682594074380771712
112054,333.0338400000,2.2648600000,-9999
112055,332.9510120000,2.2041410000,2682775081482409216
112056,333.1884500000,1.9734400000,-9999
112057,333.1647010000,2.3501020000,2682784526115053440
112058,333.0191300000,2.0531000000,2682584281855336064
112059,333.0827630000,2.1980150000,2682588198865518848
112061,333.1323270000,2.0205080000,2682580601068462976
112062,332.8850700000,2.2822700000,2682780888278213760
112064,333.1643630000,2.1267790000,2682583865243647616
112065,332.9592000000,2.1052300000,-9999
112066,333.1975100000,2.0552700000,2682582082832056192
112067,333.0932800000,1.9964790000,2682580158686715648
112069,333.0817890000,2.0241790000,2682581013385324800
112070,333.1139580000,2.2803770000,2682782193948371968
112071,333.0288270000,2.1366470000,2682586167346121216
112074,333.1013800000,2.3315300000,2682783705776862208
112076,333.2914010000,1.7147480000,2682490411050045824
112078,333.2476800000,1.7878600000,2682538647827846912
112081,333.3854660000,1.9146220000,2682564525005710720
112082,333.3362400000,1.8657700000,-9999
112084,333.0319120000,1.8174610000,2682541877643261056
112085,333.2140200000,1.9493000000,-9999
112086,333.1525740000,1.9413410000,2682567784885950464
112087,333.0724980000,1.8976080000,2682544287119851008
112088,333.2643110000,1.8359270000,2682562459126547456
112089,333.2983880000,1.9406930000,2682565727596566272
112090,333.3357680000,1.7814680000,2682514909543502720
112091,333.3817130000,1.7501960000,2682513908815759744
112092,333.1615600000,1.7757700000,-9999
112093,333.1001520000,1.8630520000,2682543565565337856
112094,333.0644290000,1.6795880000,2682536040782618752
112095,333.1570350000,1.7516720000,2682538239805870208
112096,333.2261230000,1.8969870000,2682566651014642176
112097,333.1939750000,1.7456280000,2682537994992810368
112098,333.0348570000,1.7358920000,2682540125296588416
112102,333.8281460000,1.8899760000,2682508896589409664
112103,333.8909630000,1.7419700000,2682502810620262656
112104,334.0797110000,1.8203570000,2679595156416036992
112105,333.7289920000,1.9158600000,2682520746403769088
112106,334.1397760000,1.8167450000,2679595877970540160
112107,333.9945290000,2.0228820000,2682604755963948800
112112,333.7931350000,1.7243960000,2682501852843015808
112118,333.9355713000,1.9003557000,2682601835386144640
112119,334.0462300000,1.9365880000,2682600701514790400
112120,333.9337480000,1.7306860000,2679500422322057472
112121,334.0066880000,1.8919680000,2682599052247335680
112123,333.9977400000,1.7682100000,-9999
112126,332.8736600000,2.0770100000,2682749616621374592
112127,332.8700750000,2.2034730000,2682777761542013952
112129,332.9774540000,1.8923970000,2682554350228305152
112130,332.7993781000,1.9958758000,2682747387533283840
112135,332.7719320000,1.9374400000,2682559126232317568
112138,332.7493900000,1.9313800000,2682553255011610752
112139,332.6946670000,2.0428920000,2682751334608282880
112143,332.7782570000,1.8486330000,2682551708823375488
112145,332.9042700000,1.8852100000,2682554835559550720
112149,332.7093800000,1.8577400000,-9999
112150,332.9080800000,2.0043300000,2682561123391687808
112151,333.5580490000,1.6018640000,2682496320925011968
112152,333.8957420000,1.6433500000,2679498296313577728
112153,333.8171780000,1.4804480000,2679485544555826048
112154,333.6698030000,1.5586760000,2682492365259712000
112159,333.7500610000,1.6095160000,2682494083246655104
112161,333.6399400000,1.4356630000,2679465345324456192
112163,333.9674790000,1.6096470000,2679494271928936320
112168,333.9054510000,1.5089570000,2679487335556992256
112170,333.5917830000,1.4652080000,2682468072925124864
112171,333.7997770000,1.5389070000,2679490457997951232
112172,333.7666000000,1.6836400000,-9999
112173,333.8562510000,1.5226320000,2679487262542274176
112175,333.5408300000,1.5759400000,2682496114766581632
112176,333.6417500000,2.2769500000,2682674437513499520
112177,333.8401840000,2.1368660000,2682621699610360576
112178,333.7132300000,2.2877200000,-9999
112181,333.7869900000,2.2082900000,-9999
112182,333.6964430000,2.0970450000,2682620600098740992
112183,333.7345300000,2.2812900000,-9999
112184,333.6884610000,2.0226050000,2682525453687954048
112186,333.6640760000,2.1005630000,2682620840616911488
112187,333.5366500000,2.1313200000,-9999
112188,333.6152690000,2.3167120000,2682675506960671360
112189,333.5016820000,2.2830860000,2682685776227772928
112190,333.5854580000,2.3606110000,2682687979545704576
112191,333.5278670000,2.3360850000,2682687494214701696
112192,333.5758500000,2.1638870000,2682669047329852416
112194,333.7946630000,2.1280600000,2682621768329840384
112197,333.5061720000,2.2084110000,2682673136138725504
112198,333.6398000000,2.0351300000,-9999
112199,333.8134030000,2.0600290000,2682616923606724224
112200,333.5954170000,2.2193070000,2682672620742644608
112201,334.1134320000,1.4592960000,2679479600321074432
112203,334.0617600000,1.6502980000,2679495719333196416
112205,334.1584860000,1.6262800000,2679483418546567936
112206,334.2319100000,1.5458370000,2679478981845339904
112209,334.1810063000,1.6705456000,2679589139166274944
112210,334.2369012000,1.5108585000,2679478569528461440
112211,334.1683240000,1.4614450000,2679476512239443328
112213,334.3335570000,1.5588750000,2679571929232869760
112214,334.1155500000,1.6191830000,2679494997778689536
112215,334.2754800000,1.6601900000,-9999
112218,334.0180550000,1.6242630000,2679495616253981824
112219,334.2722210000,1.6060850000,2679576048105967488
112220,333.9848060000,1.5465990000,2679492657021210240
112221,334.2567480000,1.7051600000,2679577972251336960
112222,334.1957250000,1.7596240000,2679590827089044224
112223,334.2993960000,1.6454470000,2679576563502049024
112226,333.3237540000,2.4784800000,2682879706885945088
112228,333.2143050000,2.4840930000,2682883276003112192
112230,332.9857280000,2.5905470000,2682806761161361152
112231,333.0842900000,2.3684200000,-9999
112232,333.3961200000,2.4957600000,2682881115635062656
112233,332.9704900000,2.6500200000,-9999
112234,333.1468980000,2.4689790000,2682789542636890240
112237,333.0105750000,2.5165480000,2682802255740095232
112239,333.0983320000,2.5486920000,2682896336999195648
112240,333.1877060000,2.5772420000,2682885101364740480
112241,332.9126600000,2.4428500000,-9999
112242,333.1818120000,2.3673490000,2682784667849534592
112246,333.0748350000,2.4328660000,2682788962816838528
112247,333.0926200000,2.6354200000,2682898054986122240
112250,333.1807350000,2.4589150000,2682789306414268544
113002,334.3435700000,1.0767600000,2679402290909137664
113004,334.3067600000,0.9616100000,2679396724633445760
113006,334.4528480000,0.8465290000,2679206509120130688
113007,334.5591200000,0.8590220000,2679204516255713280
113010,334.2913900000,1.1184030000,2679403291636890880
113012,334.6084000000,0.8295100000,2679204176952656768
113013,334.4557370000,0.9372500000,2679208197042477568
113014,334.5543200000,0.9112400000,2679205684486840704
113015,334.4672500000,1.0496300000,2679398648776863616
113018,334.5457800000,0.9849900000,-9999
113019,334.4161580000,0.9374130000,2679208330186279552
113022,334.5357150000,1.1325570000,2679405215782319232
113024,334.3719170000,0.9755920000,2679396346674372480
113025,334.2583630000,0.9414890000,2679373364304764032
113026,334.3358490000,0.8217680000,2679183831692803840
113028,334.5919240000,0.5744110000,2679160673229057280
113029,334.4467500000,0.6575600000,-9999
113031,334.5302400000,0.7728300000,2679202111073601792
113032,334.2668690000,0.7342900000,2679180808035801600
113033,334.4169900000,0.7851100000,2679179742883927808
113036,334.4169300000,0.7319400000,-9999
113040,334.2858600000,0.6486100000,-9999
113046,334.5592070000,0.6825340000,2679165552311949440
113048,334.2213670000,0.6347860000,2679170981150591104
113049,334.5467910000,0.7300540000,2679189952021387776
113051,334.2644300000,0.4028200000,-9999
113052,334.3266900000,0.5336500000,-9999
113053,334.4191950000,0.3846140000,2679151396099633664
113054,334.5860300000,0.3188300000,-9999
113055,334.4516950000,0.5131190000,2679159371854234752
113056,334.6254060000,0.5319190000,2679113291150195840
113057,334.5639000000,0.4828100000,2679111611817894784
113058,334.3759930000,0.3388850000,2679149368875059328
113059,334.2477900000,0.4517240000,2679155244390349696
113061,334.3027260000,0.3316240000,2679149540673749632
113063,334.2868300000,0.4547700000,2679154557195583232
113064,334.4688930000,0.5326070000,2679159504997937280
113065,334.1896750000,0.3603900000,2678778180622007424
113066,334.3767800000,0.3743360000,2679150056069834112
113067,334.6043400000,0.4073400000,2679109820816215296
113068,334.2738060000,0.3458220000,2678775053885809536
113071,334.1657100000,0.5254500000,-9999
113072,334.4665210000,0.4083160000,2679104632495722112
113073,334.5791190000,0.4657900000,2679111332644720640
113074,334.2749070000,0.5044690000,2679156962377286400
113075,334.4582810000,0.4896390000,2679153217165799168
113076,334.1100170000,0.5022780000,2679167957493563392
113077,333.9391320000,0.5125930000,2678796356923645824
113079,334.1832120000,0.4604420000,2679155072591661568
113082,334.0913200000,0.4682330000,2678792439913462656
113089,334.0498700000,0.3833200000,2678789351831803904
113090,334.0060523000,0.4599096000,2678792238049828608
113091,334.0059200000,0.5349100000,2678796086340526848
113092,333.9297150000,0.3622620000,2678789725494099712
113093,334.0188600000,0.3382900000,-9999
113094,333.9897500000,0.5155000000,-9999
113095,334.1560410000,0.2914740000,2678773129740439168
113096,333.8958540000,0.4223170000,2678793367626386944
113099,333.7540300000,0.4115500000,-9999
113100,333.9757900000,0.4372000000,2678790721926537728
113101,333.9023010000,1.4561240000,2679485858088238720
113102,333.8817020000,1.3688610000,2679472182912364928
113103,333.7626600000,1.3761900000,-9999
113104,333.8915380000,1.1780670000,2679442152501021056
113105,334.0809020000,1.4025630000,2679470155687789824
113106,333.8793000000,1.2354900000,-9999
113107,333.7845200000,1.1822450000,2679444553387754880
113109,333.9982710000,1.1834020000,2679418856597977088
113110,333.8903201000,1.2949106000,2679470361846226688
113111,333.9473600000,1.3915900000,-9999
113112,333.9602700000,1.2282700000,2679466135598398976
113114,333.9837000000,1.4168400000,-9999
113115,334.0337550000,1.2505340000,2679466444836040832
113117,333.9973400000,1.3638400000,-9999
113118,334.0680030000,1.1815110000,2679417997604936448
113119,333.9440950000,1.2856950000,2679467406908723584
113120,334.0929480000,1.2983400000,2679468192887834368
113122,334.1035740000,1.1962900000,2679418336907390080
113123,333.9330690000,1.0564820000,2679392051707463552
113124,333.8524150000,1.2713080000,2679447031583876736
113127,334.2172900000,0.8868900000,2679372535375657344
113128,334.0825131000,1.0702737000,2679390578533710208
113129,334.1061400000,0.9417100000,-9999
113130,333.9820620000,0.8445700000,2679368657020624640
113131,334.1644510000,1.0001050000,2679377453113184000
113132,334.1037900000,0.8577200000,-9999
113133,333.9833100000,1.0242000000,2679388753172565120
113134,334.1452460000,0.8100020000,2679370340647788032
113135,334.1543550000,0.9310750000,2679376010004625536
113136,334.0493400000,1.0164450000,2679389268568637440
113137,333.8743280000,0.9281110000,2679382022958864000
113138,333.8955960000,0.8736500000,2679380511130370560
113139,334.0018120000,1.1012350000,2679393735334666496
113140,333.8091973000,1.0576235000,2679439468146411904
113141,333.8691090000,1.0360780000,2679392326585360896
113142,333.8566340000,0.9599660000,2679385145400003968
113146,333.9344200000,0.9847500000,2679388272136207488
113148,333.9988950000,0.8831210000,2679374876133271168
113149,334.0499830000,0.8494180000,2679373776621634304
113151,333.6842300000,1.2171100000,-9999
113153,333.5418710000,1.2918460000,2679461565753233792
113154,333.5789100000,1.3502350000,2679462321667479168
113155,333.5037560000,1.2251490000,2679452082465442944
113156,333.5959430000,1.1567350000,2679439261988030720
113158,333.6656950000,1.3823040000,2679463829201113984
113159,333.6449470000,1.3100400000,2679458915758483456
113160,333.5246980000,1.1997630000,2679451807587532288
113162,333.4373700000,1.2558490000,2679456098259899392
113163,333.3746000000,1.2257000000,-9999
113165,333.7692080000,1.3051440000,2679448062376034176
113166,333.4547270000,1.1324250000,2679449917801923456
113167,333.7285200000,1.3224920000,2679459706032472832
113169,333.6293410000,1.2776860000,2679458713894938624
113170,333.3992880000,1.1252440000,2679449672988739584
113171,333.4195980000,1.2994770000,2679456476217052416
113172,333.4995650000,1.0761070000,2679436685007612032
113173,333.6736940000,1.1623320000,2679444965704603904
