sobject_id,ra,dec,gaiadr3_source_id,tmass_id
200801005101328,0.07658333331346512,-53.08358383178711,4972327142305562880,00001837-5305009
170910004101211,0.07762499898672104,4.59338903427124,2740434089719443328,00001863+0435362
170711005801298,0.07770833373069763,-63.40599822998047,4904420101582139648,00001863-6324215
161116001701054,0.07770833373069763,-58.282501220703125,4919145139258096128,00001865-5816569
140708007101236,0.08049999922513962,-77.42219543457031,4684029764663092992,00001931-7725199
170711005801295,0.08370833098888397,-63.52630615234375,4901413310941027072,00002008-6331347
140811005001189,0.08420833200216293,-72.98535919189453,4689659294260417024,00002021-7259072
161118002501162,0.08449999988079071,-52.13247299194336,4973189125062313600,00002028-5207567
170910004101271,0.08454166352748871,5.044444561004639,2744957480556186752,00002029+0502400
200801005101307,0.08570833504199982,-52.475807189941406,4973119099915483776,00002056-5228327
161116001701031,0.08608333021402359,-57.911109924316406,4919356176771328256,00002066-5754398
170910004101113,0.08787500113248825,3.6727499961853027,2740301839086452992,00002109+0340219
161116001701044,0.09095833450555801,-58.112972259521484,4919338378426857984,00002182-5806465
140711003901360,0.09149999916553497,-80.47086334228516,4634485495837790976,00002196-8028150
170829001901226,0.09525000303983688,-29.69849967956543,2332878011571903360,00002285-2941549
140811005001184,0.09554166346788406,-73.0383071899414,4689656000022097408,00002293-7302178
170829001901158,0.09595832973718643,-30.497804641723633,2314818911042838272,00002302-3029521
201002002601341,0.09687499701976776,-66.06011199951172,4899939900936329344,00002307-6603363
200801005101088,0.0963750034570694,-54.23788833618164,4971975332943770752,00002312-5414162
201002002601005,0.09670833498239517,-66.2786636352539,4899921277958080256,00002319-6616431
170910004101126,0.09691666811704636,4.169416904449463,2740357261344444800,00002326+0410099
170910004101115,0.0977083370089531,3.8014166355133057,2740309879265227904,00002344+0348049
140811005001183,0.09837500005960464,-73.05941772460938,4689655725144190720,00002360-7303338
140713004601064,0.09849999845027924,-76.67669677734375,4684874223953001600,00002364-7640360
201002002601082,0.0989166647195816,-66.91572570800781,4707687887638274304,00002369-6654565
140811005001197,0.09974999725818634,-72.9034194946289,4689672286538693504,00002394-7254121
170713005601298,0.10000000149011612,-61.565223693847656,4905569194312184064,00002400-6133549
161118002501165,0.1002916693687439,-52.071556091308594,4973192423597745024,00002407-5204175
161116001701355,0.10387499630451202,-57.038665771484375,4922456902640869376,00002494-5702194
170713005601082,0.1055416688323021,-62.16583251953125,4904776652586934272,00002531-6209570
200801005101319,0.10604166984558105,-52.92619323730469,4972343669339712768,00002543-5255342
201002002601314,0.10708333551883698,-65.44474792480469,4900215878354856320,00002570-6526411
140708007101165,0.10716667026281357,-78.01721954345703,4683762411538833664,00002571-7801020
140708007101264,0.10733333230018616,-76.92994689941406,4684114186540238592,00002575-7655478
170829001901154,0.10766666382551193,-30.547945022583008,2314817467933776128,00002584-3032526
161118002501167,0.1106249988079071,-52.00269317626953,4973194175943851904,00002654-5200097
200801005101087,0.11091666668653488,-54.22686004638672,4971975332943770368,00002662-5413366
170910004101281,0.11279166489839554,5.085416793823242,2744958099031476352,00002706+0505075
161116001701385,0.11299999803304672,-57.43572235107422,4919430771763360640,00002711-5726085
170713005601302,0.11391666531562805,-61.50688934326172,4905616507671912960,00002734-6130248
170713005601104,0.11470833420753479,-62.628944396972656,4904701920155956608,00002750-6237441
140711003901049,0.11470833420753479,-81.26097106933594,4631200494394560256,00002753-8115395
140713004601351,0.11487500369548798,-75.5669174194336,4685226067673986432,00002757-7534008
170711005801297,0.11520833522081375,-63.27024841308594,4904425633500014720,00002764-6316129
150828004701382,0.11566666513681412,-78.9596939086914,4635611773701832832,00002777-7857350
170910004101112,0.11654166877269745,3.7911388874053955,2740309604387321728,00002796+0347280
170910004101119,0.11695833504199982,4.213416576385498,2740358635734003200,00002806+0412482
170711005801099,0.11791666597127914,-64.89147186279297,4901042504940733696,00002831-6453292
170711005801106,0.11904166638851166,-64.53089141845703,4901112804965422336,00002857-6431511
170829001901233,0.11941666901111603,-29.611055374145508,2332879626479848448,00002866-2936400
140811005001222,0.12095833569765091,-72.57247161865234,4689730659436997376,00002900-7234209
170910004101256,0.1211666688323021,4.933111190795898,2744947035195726336,00002908+0455593
200801005101311,0.12179166823625565,-52.686832427978516,4973101610808581632,00002914-5241128
200801005101313,0.12312500178813934,-52.870582580566406,4972345146808461184,00002950-5252137
170910004101215,0.12708333134651184,4.634500026702881,2740434639475288064,00003050+0438042
201002002601388,0.12825000286102295,-66.24786376953125,4899922102591799808,00003079-6614523
170910004101111,0.1287916600704193,3.6877777576446533,2740114337994043648,00003090+0341159
170713005601303,0.1301666647195816,-61.7446403503418,4905551636485886976,00003123-6144408
201002002601312,0.13216666877269745,-65.39125061035156,4900217012226218880,00003170-6523283
170910004101244,0.13300000131130219,4.895638942718506,2744946725958082048,00003192+0453441
161118002501186,0.13312500715255737,-51.772499084472656,4973399505442453504,00003195-5146209
170910004101135,0.13391666114330292,4.3380279541015625,2740408354275416960,00003214+0420169
170910004101279,0.1355833262205124,5.181583404541016,2744960985249496576,00003254+0510536
170829001901215,0.1366666704416275,-29.827611923217773,2332867561915877888,00003279-2949394
200801005101338,0.13829167187213898,-53.05119323730469,4972327760780850176,00003318-5303042
170829001901160,0.13837499916553497,-30.442333221435547,2314825027076164864,00003321-3026323
140711003901063,0.1393333375453949,-81.52635955810547,4631179298732734976,00003343-8131348
161116001701038,0.13987499475479126,-58.01274871826172,4919343120070749952,00003358-5800458
140708007101173,0.14129166305065155,-77.94933319091797,4683765984951644928,00003390-7756575
170910004101145,0.14137500524520874,4.483611106872559,2740419143233257984,00003392+0429011
200801005101314,0.14291666448116302,-52.689640045166016,4973101576448843008,00003428-5241229
140811005001224,0.14341667294502258,-72.5413589477539,4689742689642039680,00003440-7232289
170910004101283,0.14408333599567413,5.267388820648193,2744997097334533888,00003457+0516023
150828004701388,0.14408333599567413,-79.01558685302734,4635423688494025216,00003462-7900561
201002002601085,0.1446249932050705,-67.10566711425781,4707670261092498688,00003467-6706204
140811005001159,0.1445000022649765,-73.3937759399414,4689444996869038848,00003469-7323376
170829001901181,0.1459583342075348,-30.189193725585938,2314844195514491392,00003502-3011211
170910004101138,0.14612500369548798,4.367166519165039,2740414332869891328,00003507+0422018
170829001901149,0.14624999463558197,-30.62091636657715,2314769982775348736,00003509-3037153
170829001901254,0.14741666615009308,-29.263416290283203,2332924362858929792,00003538-2915482
200801005101345,0.14762499928474426,-53.26072311401367,4972274743704474368,00003541-5315387
141104003301180,0.14754167199134827,-75.08833312988281,4688265289612615552,00003544-7505180
170829001901251,0.14770832657814026,-29.331443786621094,2332922369994110336,00003545-2919532
140713004601373,0.14816667139530182,-75.80477905273438,4685169889501730432,00003555-7548172
150828004701052,0.14804166555404663,-79.7447509765625,4634579332283194112,00003556-7944409
170713005601299,0.14904166758060455,-61.1996955871582,4905639150739529600,00003575-6111589
170829001901168,0.15029166638851166,-30.32438850402832,2314829218964241792,00003606-3019278
201002002601069,0.1525000035762787,-66.6385269165039,4707744271968914048,00003650-6638188
161118002501197,0.15304166078567505,-51.67564010620117,4973400987209461376,00003672-5140322
170711005801096,0.1537916660308838,-64.45410919189453,4901114213714688640,00003691-6427147
140713004601004,0.15520833432674408,-75.9892807006836,4685152297315689600,00003725-7559213
170829001901145,0.15575000643730164,-30.677778244018555,2314767440154708096,00003738-3040401
140713004601377,0.156333327293396,-75.86922454833984,4685156970240105728,00003752-7552092
170713005601099,0.15825000405311584,-62.58988952636719,4904703118450629248,00003798-6235235
200801005101076,0.15829166769981384,-53.79608154296875,4972046388882790656,00003799-5347458
161118002501192,0.15845833718776703,-51.72041702270508,4973399887697274752,00003803-5143133
200801005101077,0.15966667234897614,-53.71705627441406,4972050718209822080,00003832-5343013
170713005601097,0.1628333330154419,-62.88352966308594,4904495658646848000,00003907-6253007
161118002501244,0.16354165971279144,-50.99458312988281,4976484120893034880,00003926-5059405
170829001901246,0.164124995470047,-29.451805114746094,2332917697069703680,00003939-2927065
170910004101238,0.16445833444595337,4.857194423675537,2741943581745272960,00003946+0451258
140811005001158,0.1664583384990692,-73.41139221191406,4689444721991132672,00003997-7324408
170713005601301,0.16750000417232513,-61.129390716552734,4905827923142002688,00004018-6107458
170711005801299,0.16762499511241913,-63.95138931274414,4901341915700943360,00004023-6357049
170713005601088,0.16845832765102386,-62.49919509887695,4904707520793305216,00004042-6229571
170910004101147,0.1692083328962326,4.499722003936768,2740420655061745920,00004061+0429591
170711005801097,0.1693333387374878,-64.77122497558594,4901047521462532352,00004064-6446164
161118002501239,0.17100000381469727,-51.09836196899414,4976479654127049728,00004103-5105540
200801005101320,0.17120833694934845,-53.01497268676758,4972330921876779264,00004107-5300536
161118002501229,0.17166666686534882,-51.257972717285156,4973474482689326976,00004120-5115287
170829001901153,0.17679166793823242,-30.518749237060547,2314776889082714624,00004243-3031075
170711005801047,0.17675000429153442,-64.27552795410156,4901131977699414272,00004243-6416319
170910004101120,0.17787499725818634,4.217861175537109,2740359219849556864,00004269+0413044
141104003301187,0.17779166996479034,-74.9933090209961,4688269687659117440,00004269-7459360
200801005101358,0.18054166436195374,-53.264278411865234,4972274090869444352,00004331-5315515
170829001901216,0.18070833384990692,-29.826305389404297,2320863785454301824,00004337-2949348
170711005801156,0.18079166114330292,-64.37300109863281,4901118714840410112,00004339-6422228
140811005001156,0.18166667222976685,-73.44833374023438,4689443691198984192,00004363-7326538
201002002601079,0.18204165995121002,-66.90203094482422,4707688231235655936,00004367-6654071
140811005001176,0.18291667103767395,-73.14263916015625,4689465956309410048,00004389-7308335
161118002501224,0.18291667103767395,-51.31397247314453,4973471115434968960,00004390-5118503
170910004101247,0.1836666613817215,4.819694519042969,2741942516593385216,00004408+0449109
150828004701026,0.18420833349227905,-79.38983154296875,4635353113591408768,00004425-7923234
201002002601389,0.18441666662693024,-66.25772094726562,4899921690274939264,00004426-6615278
200801005101072,0.1849583387374878,-53.98605728149414,4971993711106856704,00004432-5359098
141104003301225,0.18666666746139526,-74.44691467285156,4688533501729682432,00004478-7426488
161116001701018,0.18766666948795319,-57.76316833496094,4919361090213909120,00004504-5745471
200801005101318,0.18808333575725555,-52.725528717041016,4972349957171852160,00004512-5243318
170711005801098,0.18820832669734955,-65.1863021850586,4900270235460937344,00004518-6511106
200801005101364,0.18945834040641785,-53.31913757324219,4972261927522064256,00004538-5319087
170713005601095,0.1889166682958603,-62.728721618652344,4904512941595240960,00004539-6243437
201002002601318,0.18937499821186066,-65.69316864013672,4900009651205200640,00004539-6541352
140711003901053,0.18912500143051147,-81.36972045898438,4631195860126624256,00004539-8122109
161118002501159,0.1899999976158142,-52.14697265625,4973176789916191616,00004557-5208491
170910004101116,0.19158333539962769,4.203333377838135,2740359043754550784,00004597+0412120
170910004101108,0.19229166209697723,3.8154165744781494,2740309363869153536,00004615+0348554
141104003301198,0.19220833480358124,-74.84491729736328,4688322120619852928,00004615-7450417
140713004601342,0.1926666647195816,-75.382080078125,4685243556780808320,00004624-7522554
170711005801301,0.19379167258739471,-63.402137756347656,4901418052584920320,00004651-6324076
201002002601080,0.1940416693687439,-66.98100280761719,4707675105815604096,00004659-6658514
200801005101329,0.19566667079925537,-53.000946044921875,4972330921876778624,00004692-5300032
201002002601315,0.19558332860469818,-65.43783569335938,4900216084513285248,00004692-6526160
161116001701040,0.1965416669845581,-58.06638717651367,4919338928182669952,00004717-5803589
170713005601098,0.1965833306312561,-62.93197250366211,4904492325752227712,00004717-6255550
161116001701365,0.19724999368190765,-57.17616653442383,4922440581765087872,00004732-5710340
200801005101312,0.19733333587646484,-52.5416374206543,4973106386812206976,00004735-5232302
161116001701046,0.19737499952316284,-58.17252731323242,4919149743463035136,00004736-5810209
141104003301191,0.19837500154972076,-74.94338989257812,4688270787170738944,00004762-7456363
200801005101067,0.19862499833106995,-53.74494552612305,4972049721777409536,00004765-5344417
170829001901229,0.19962500035762787,-29.706249237060547,2332875194073361152,00004790-2942224
170910004101287,0.19987499713897705,5.200555324554443,2744961260127443328,00004796+0512020
200801005101392,0.19991666078567505,-53.42741775512695,4972257323317125120,00004797-5325386
140713004601059,0.2017499953508377,-76.61194610595703,4684875426543841664,00004841-7636430
170910004101289,0.20262500643730164,5.298888683319092,2744997578370894208,00004862+0517559
140708007101207,0.20283333957195282,-77.71391296386719,4683819964100618624,00004868-7742501
170829001901249,0.203166663646698,-29.416973114013672,2332918006307346688,00004876-2925010
161116001701367,0.20366667211055756,-57.209110260009766,4922439550972937856,00004886-5712328
170910004101130,0.20404165983200073,4.440861225128174,2740415810338639360,00004897+0426274
161118002501246,0.20541666448116302,-50.981082916259766,4976484155252771584,00004930-5058519
140711003901358,0.2057916671037674,-80.42102813720703,4634485873794912000,00004938-8025157
161118002501151,0.2068749964237213,-52.297889709472656,4973171257998320000,00004964-5217524
170829001901253,0.2069583386182785,-29.35761070251465,2332919208898184576,00004967-2921274
161116001701395,0.20737500488758087,-57.52702713012695,4919415000643450752,00004975-5731373
170713005601096,0.20758333802223206,-62.982418060302734,4904491226240600960,00004981-6258566
161118002501177,0.21020832657814026,-51.8779182434082,4973383188864947072,00005044-5152405
170910004101285,0.21054166555404663,5.23675012588501,2744984964050388608,00005053+0514122
170910004101109,0.2108333259820938,4.1278886795043945,2740353447413513600,00005060+0407404
200801005101078,0.21116666495800018,-54.112998962402344,4971979456112370304,00005068-5406470
161116001701022,0.21120832860469818,-57.837581634521484,4919357551160859008,00005069-5750152
170829001901167,0.21137499809265137,-30.305166244506836,2314830593353777280,00005072-3018186
161118002501182,0.2137083262205124,-51.78680419921875,4973387586910877440,00005129-5147124
170713005601309,0.2148749977350235,-61.5434455871582,4905569572269702912,00005158-6132365
140711003901054,0.21704167127609253,-81.35338592529297,4631196061988316544,00005208-8121121
170711005801090,0.21708333492279053,-64.43858337402344,4901114626031547520,00005210-6426188
170910004101107,0.21954166889190674,3.939027786254883,2740315681764681728,00005269+0356206
141104003301195,0.22029165923595428,-74.89727783203125,4688318100530466816,00005287-7453503
140811005001201,0.22037500143051147,-72.85913848876953,4689672694558378368,00005290-7251329
170829001901208,0.2225416600704193,-29.924304962158203,2320856398110557568,00005340-2955275
170828002701216,0.2226250022649765,-29.841833114624023,2320863544936134272,00005343-2950305
200801005101317,0.2227083295583725,-52.64863967895508,4973101713887792512,00005345-5238551
200801005101081,0.2240000069141388,-54.16269302368164,4971976157577488128,00005375-5409456
170910004101282,0.2252083271741867,4.853888988494873,2741943066349198336,00005405+0451140
161118002501225,0.22562499344348907,-51.313751220703125,4973471802629734784,00005415-5118495
170829001901237,0.22604165971279144,-29.63686180114746,2332877152578443392,00005424-2938126
161118002501161,0.2267083376646042,-52.12638854980469,4973178301744678016,00005440-5207350
170711005801305,0.22724999487400055,-64.01885986328125,4901328824640625792,00005453-6401077
201002002601060,0.22887499630451202,-66.61152648925781,4707745440200015104,00005490-6636412
140708007101257,0.22891665995121002,-77.14672088623047,4684095597921793664,00005493-7708481
170829001901204,0.22891665995121002,-29.965999603271484,2320853335798610432,00005494-2957576
161116001701005,0.2292499989271164,-57.64816665649414,4919409606164478720,00005502-5738534
200801005101325,0.22962500154972076,-52.78844451904297,4972350025891303552,00005507-5247182
140713004601038,0.23004166781902313,-76.33088684082031,4684941431601224960,00005520-7619511
170828002701191,0.2305833399295807,-30.064167022705078,2320850144638182912,00005533-3003510
170910004101110,0.23079167306423187,4.0561113357543945,2740340768670058112,00005539+0403221
140811005001166,0.2317499965429306,-73.2675552368164,4689461249025264768,00005563-7316031
201002002601071,0.23241665959358215,-66.76303100585938,4707693007239276928,00005575-6645467
140811005001190,0.23237499594688416,-72.96947479248047,4689659229837501952,00005577-7258100
200801005101070,0.2330416738986969,-53.80341720581055,4972047655896092032,00005590-5348121
150828004701036,0.2329583317041397,-79.51361083984375,4635347925270917632,00005592-7930490
170829001901197,0.23354166746139526,-29.9816951751709,2320852893417247232,00005604-2958540
140811005001218,0.23383332788944244,-72.64424896240234,4689726300046823552,00005611-7238392
170910004101293,0.23387500643730164,5.414222240447998,2745000945625251456,00005612+0524511
170910004101263,0.23479166626930237,4.908666610717773,2741950041376085632,00005635+0454311
150828004701366,0.23520833253860474,-78.75677490234375,4635630224881329408,00005650-7845245
170711005801302,0.2357083261013031,-63.6656379699707,4901396169727817600,00005657-6339561
170713005601319,0.23629166185855865,-61.87616729736328,4904795962759890560,00005670-6152341
170910004101278,0.23666666448116302,4.951250076293945,2741950453692945024,00005680+0457044
170829001901209,0.23804166913032532,-29.90772247314453,2320856535549510528,00005712-2954278
200801005101321,0.2381666600704193,-52.76119613647461,4972350300769209600,00005714-5245404
140713004601045,0.2382916659116745,-76.39144134521484,4684940125931171456,00005719-7623291
161116001701023,0.2394583374261856,-57.795555114746094,4919357929117979776,00005747-5747439
170910004101255,0.23987500369548798,4.931333541870117,2741950213174777216,00005756+0455527
161118002501241,0.24041666090488434,-51.130279541015625,4976479860285479168,00005769-5107490
200801005101006,0.24129167199134827,-53.55986022949219,4972068550914026624,00005786-5333354
170713005601089,0.24116666615009308,-62.75638961791992,4904509746139573248,00005788-6245230
201002002601356,0.24320833384990692,-66.05841827392578,4899939316820772992,00005846-6603305
201002002601374,0.2461666613817215,-66.13697052001953,4899935674688476160,00005903-6608130
170910004101103,0.24691666662693024,3.74916672706604,2740121038143037952,00005926+0344570
170910004101105,0.24933333694934845,4.048944473266602,2740340940468750336,00005984+0402563
170910004101294,0.24962499737739563,5.456500053405762,2745004072361441408,00005991+0527234
140713004601057,0.25079166889190674,-76.57691955566406,4684887345076382080,00010018-7634369
200801005101315,0.2513749897480011,-52.56655502319336,4973106764769328128,00010030-5233596
170910004101099,0.2524999976158142,3.7733612060546875,2740121278661206272,00010059+0346240
161118002501206,0.25304165482521057,-51.55305480957031,4973406965803373440,00010072-5133109
140811005001202,0.2535416781902313,-72.84080505371094,4689673828429744384,00010086-7250268
140811005001174,0.2548750042915344,-73.15938568115234,4689466093748364032,00010116-7309337
201002002601078,0.2555416524410248,-66.95594787597656,4707675346333770496,00010128-6657214
170910004101291,0.25558334589004517,5.198333263397217,2744983868835290240,00010133+0511539
201002002601319,0.2555416524410248,-65.65580749511719,4900010613277872128,00010138-6539205
170910004101290,0.25587499141693115,5.087833404541016,2744956621562767104,00010141+0505161
140711003901373,0.25604167580604553,-80.5909194946289,4634293218741830784,00010145-8035273
201002002601068,0.25733333826065063,-66.74244689941406,4707739942642348672,00010177-6644326
170910004101121,0.257625013589859,4.122250080108643,2740354684364096000,00010184+0407201
170910004101124,0.257916659116745,4.14163875579834,2740354924882263808,00010190+0408300
170713005601078,0.25837498903274536,-62.170555114746094,4904773697649377792,00010200-6210140
170713005601087,0.25845834612846375,-62.63369369506836,4904514419063987072,00010203-6238013
161116001701352,0.26004165410995483,-56.90119552612305,4922507033499142272,00010242-5654042
170829001901228,0.2629166543483734,-29.70425033569336,2332875709469437696,00010309-2942152
170910004101284,0.2630000114440918,5.035805702209473,2744955075374541568,00010312+0502088
140708007101238,0.26354166865348816,-77.44205474853516,4684026637926901760,00010324-7726313
170711005801326,0.26370832324028015,-64.03630828857422,4901325904062791424,00010328-6402106
171027001601199,0.2645416557788849,-20.674583435058594,2341541922680622720,00010348-2040287
170829001901195,0.26466667652130127,-29.94066619873047,2320853408813321856,00010351-2956264
170713005601305,0.26483333110809326,-61.33480453491211,4905622481970148096,00010355-6120052
140713004601356,0.26487499475479126,-75.59500122070312,4685222906578056960,00010357-7535420
200801005101074,0.2671250104904175,-54.11544418334961,4971980693062950656,00010399-5406557
200801005101360,0.2671666741371155,-53.26569366455078,4972275293460285568,00010411-5315564
170910004101144,0.2685416638851166,4.603833198547363,2741922931542520320,00010443+0436138
161118002501240,0.26883333921432495,-51.114139556884766,4976479894645225344,00010451-5106508
161116001701372,0.2693749964237213,-57.22083282470703,4922437970424972160,00010464-5713150
